,normal_percentiles,playtime_percentiles
0.634,0.6635948898431444,0.6813510507709702
0.635,0.6638774154074548,0.6813510507709702
0.636,0.6640797805134729,0.6813510507709702
0.637,0.6643408236488729,0.6813510507709702
0.638,0.6645645296613558,0.6813510507709702
0.639,0.664803033397416,0.6813510507709702
0.64,0.6650804958174235,0.6813510507709702
0.641,0.6653462626548134,0.6813510507709702
0.642,0.6655617126342409,0.6813510507709702
0.643,0.6657860495073363,0.6813510507709702
0.644,0.6659870949403383,0.6813510507709702
0.645,0.6661887120676012,0.6813510507709702
0.646,0.6664292657425492,0.6813510507709702
0.647,0.6665769785809464,0.6813510507709702
0.648,0.6668022325112463,0.6813510507709702
0.649,0.6670443184596754,0.6813510507709702
0.65,0.6673259979739451,0.6813510507709702
0.651,0.667591944005306,0.6813510507709702
0.652,0.6678548986825094,0.6813510507709702
0.653,0.6681069589461587,0.6813510507709702
0.654,0.6682762515831993,0.6813510507709702
0.655,0.6684344891783008,0.6813510507709702
0.656,0.6686271942685998,0.6813510507709702
0.657,0.6688623917265974,0.6813510507709702
0.658,0.6691098619506582,0.6813510507709702
0.659,0.6693667330648616,0.6813510507709702
0.66,0.6696074883760325,0.6813510507709702
0.661,0.6698030534134514,0.6813510507709702
0.662,0.6700479291565199,0.6813510507709702
0.663,0.6703043250482583,0.6813510507709702
0.664,0.67052769039404,0.6813510507709702
0.665,0.6707363531193854,0.6813510507709702
0.666,0.670970048105781,0.6813510507709702
0.667,0.6712191510965373,0.6813510507709702
0.668,0.6714703044388554,0.6813510507709702
0.669,0.6716489032879314,0.6813510507709702
0.67,0.6719365044494707,0.6813510507709702
0.671,0.6721507895106119,0.6813510507709702
0.672,0.6723627480142352,0.6813510507709702
0.673,0.6726096124056837,0.6813510507709702
0.674,0.6729249061652381,0.6813510507709702
0.675,0.6731461307499557,0.6813510507709702
0.676,0.6733921175649302,0.6813510507709702
0.677,0.6736440044632569,0.6813510507709702
0.678,0.6738632557822748,0.6813510507709702
0.679,0.6741254457770347,0.6813510507709702
0.68,0.6744109519161068,0.6813510507709702
0.681,0.6746744947374232,0.6813510507709702
0.682,0.6749807102178448,0.6813510507709702
0.683,0.6752441794177916,0.6813510507709702
0.684,0.6755280028215521,0.6813510507709702
0.685,0.6758203312219029,0.6813510507709702
0.686,0.6760703041614571,0.6813510507709702
0.687,0.6763076134655626,0.6813510507709702
0.688,0.6765215818148657,0.6813510507709702
0.689,0.6767895951001099,0.6813510507709702
0.69,0.6770168871018253,0.6813510507709702
0.691,0.6773088198773666,0.6813510507709702
0.692,0.6774671052038768,0.6813510507709702
0.693,0.6777213685432945,0.6813510507709702
0.694,0.6779444267784236,0.6813510507709702
0.695,0.6781722794619618,0.6813510507709702
0.696,0.6784576834247164,0.6813510507709702
0.697,0.6787619875154519,0.6813510507709702
0.698,0.6790536354790407,0.6813510507709702
0.699,0.6793434160684726,0.6813510507709702
0.7,0.679566761998157,0.6813510507709702
0.701,0.6798671248794628,0.6813510507709702
0.702,0.6801152393354519,0.6813510507709702
0.703,0.68034468056751,0.6813510507709702
0.704,0.6806177504022111,0.6813510507709702
0.705,0.6808745169278453,0.6813510507709702
0.706,0.6811040353816378,0.6813510507709702
0.707,0.6813510507709702,0.6813510507709702
0.708,0.6813510507709702,0.6813510507709702
0.709,0.6813510507709702,0.6813510507709702
0.71,0.6813510507709702,0.6813510507709702
0.711,0.6813510507709702,0.6813510507709702
0.712,0.6813510507709702,0.6813510507709702
0.713,0.6813510507709702,0.6813510507709702
0.714,0.6813510507709702,0.6813510507709702
0.715,0.6813510507709702,0.6813510507709702
0.716,0.6813510507709702,0.6813510507709702
0.717,0.6813510507709702,0.6813510507709702
0.718,0.6813510507709702,0.6813510507709702
0.719,0.6813510507709702,0.6813510507709702
0.72,0.6813510507709702,0.6813510507709702
0.721,0.6813510507709702,0.6813510507709702
0.722,0.6813510507709702,0.6813510507709702
0.723,0.6813510507709702,0.6813510507709702
0.724,0.6813510507709702,0.6813510507709702
0.725,0.6813510507709702,0.6813510507709702
0.726,0.6813510507709702,0.6813510507709702
0.727,0.6813510507709702,0.6813510507709702
0.728,0.6813510507709702,0.6813510507709702
0.729,0.6813510507709702,0.6813510507709702
0.73,0.6813510507709702,0.6813510507709702
0.731,0.6813510507709702,0.6837273924616574
0.732,0.6813510507709702,0.6881607223511209
0.733,0.6813510507709702,0.6898303412529497
0.734,0.6813510507709702,0.6898303412529497
0.735,0.6813510507709702,0.6899855378175381
0.736,0.6813510507709702,0.6899855378175381
0.737,0.6813510507709702,0.6927641545080137
0.738,0.6813510507709702,0.6973057694262967
0.739,0.6813510507709702,0.6994121543044135
0.74,0.6813510507709702,0.7028425448693948
0.741,0.6813510507709702,0.7028425448693948
0.742,0.6813510507709702,0.7028425448693948
0.743,0.6813510507709702,0.7044334190629127
0.744,0.6813510507709702,0.7048542964440179
0.745,0.6813510507709702,0.7050045706757285
0.746,0.6813510507709702,0.7071148572731377
0.747,0.6813510507709702,0.7071148572731377
0.748,0.6813510507709702,0.7073333411997544
0.749,0.6813510507709702,0.7073333411997544
0.75,0.6813510507709702,0.7078959572384378
0.751,0.6813510507709702,0.7119559727233918
0.752,0.6813510507709702,0.7133956479060009
0.753,0.6813510507709702,0.7139168861469393
0.754,0.6813510507709702,0.7139168861469393
0.755,0.6813510507709702,0.7139168861469393
0.756,0.6813510507709702,0.7139168861469393
0.757,0.6813510507709702,0.7139168861469393
0.758,0.6813510507709702,0.7139168861469393
0.759,0.6813510507709702,0.7139168861469393
0.76,0.6813510507709702,0.7139168861469393
0.761,0.6813510507709702,0.7139168861469393
0.762,0.6813510507709702,0.7139168861469393
0.763,0.6813510507709702,0.7139168861469393
0.764,0.6813510507709702,0.7170585961831936
0.765,0.6813510507709702,0.7189184031917152
0.766,0.6813510507709702,0.720966719380757
0.767,0.6813510507709702,0.720966719380757
0.768,0.6813510507709702,0.720966719380757
0.769,0.6813510507709702,0.720966719380757
0.77,0.6813510507709702,0.720966719380757
0.771,0.6814011356406863,0.720966719380757
0.772,0.6816727111490598,0.720966719380757
0.773,0.6819167064094297,0.720966719380757
0.774,0.6821568419559936,0.720966719380757
0.775,0.6824428147153806,0.720966719380757
0.776,0.6827422288944192,0.720966719380757
0.777,0.6830106516706995,0.720966719380757
0.778,0.6833787404188463,0.7220918356122233
0.779,0.6836486203297352,0.7252462030506085
0.78,0.6838018315021738,0.7258647419808012
0.781,0.6840943036329028,0.7285169277641955
0.782,0.6844169908395762,0.7294039690154358
0.783,0.6846709778788422,0.7325385115704015
0.784,0.6849815200577025,0.7345400821605582
0.785,0.6853107626733416,0.7357761100885006
0.786,0.6855967435605822,0.7358048431079462
0.787,0.6858724277879712,0.7420921468538932
0.788,0.6862485072041626,0.7444836955946603
0.789,0.6865591373620622,0.7444836955946603
0.79,0.6868082950013401,0.7444836955946603
0.791,0.6871611464201612,0.7504188790468012
0.792,0.6874632224941417,0.7521795883883046
0.793,0.6877631082834713,0.7521795883883046
0.794,0.688040424364415,0.7521795883883046
0.795,0.6883256980818063,0.7521795883883046
0.796,0.6885588504876987,0.7521795883883046
0.797,0.6888396136341918,0.7521795883883046
0.798,0.6892056492235451,0.7521795883883046
0.799,0.6894916360587968,0.7521795883883046
0.8,0.6897498736557466,0.7534548205934202
0.801,0.6900698817182672,0.7534548205934202
0.802,0.6904131244525472,0.7534548205934202
0.803,0.6907560410317062,0.7540262151386459
0.804,0.6910976380926531,0.7540262151386459
0.805,0.6913828041561169,0.7546660290113142
0.806,0.6916695307634328,0.7546660290113142
0.807,0.6920203663238276,0.7546660290113142
0.808,0.6923362714636849,0.7546660290113142
0.809,0.6926774870538438,0.7546660290113142
0.81,0.6929890094841958,0.7546660290113142
0.811,0.6931498096196154,0.7546660290113142
0.812,0.6931498096196154,0.7546660290113142
0.813,0.6931498096196154,0.7546660290113142
0.814,0.6933530267977251,0.7546660290113142
0.815,0.6937412966630594,0.7546660290113142
0.816,0.6941271158307256,0.7546660290113142
0.817,0.6944432091793868,0.7546660290113142
0.818,0.6947639764266956,0.7546660290113142
0.819,0.6951090229490189,0.7546660290113142
0.82,0.6954728390179782,0.7546660290113142
0.821,0.695863075870208,0.7546660290113142
0.822,0.6961710041388778,0.7546660290113142
0.823,0.6965632753496152,0.7546660290113142
0.824,0.6969073015521188,0.7546660290113142
0.825,0.6972337370194497,0.7546660290113142
0.826,0.6975900752137237,0.7546660290113142
0.827,0.6977774746808255,0.7546660290113142
0.828,0.6981534506876095,0.7546660290113142
0.829,0.698429100880605,0.7546660290113142
0.83,0.6988578417073305,0.7546660290113142
0.831,0.6991378294908693,0.7546660290113142
0.832,0.6994752597588968,0.7546660290113142
0.833,0.6998584645772322,0.7546660290113142
0.834,0.7002166225368867,0.7546660290113142
0.835,0.7006387939839773,0.7598849342922176
0.836,0.7010024981308025,0.7635599621389036
0.837,0.7011588850758637,0.7635599621389036
0.838,0.7012825739556172,0.7649370861551077
0.839,0.7016130111827933,0.7672043594197615
0.84,0.7020175177660256,0.770161278939416
0.841,0.7024386964070044,0.7730504307444263
0.842,0.7028769298870668,0.774978835287204
0.843,0.7033295868710521,0.7775233359323853
0.844,0.7035936215202412,0.7775233359323853
0.845,0.7040412670746654,0.7796830384908576
0.846,0.7044646567861986,0.7819619263854383
0.847,0.704808000901013,0.783399223381695
0.848,0.7053179580006551,0.7839229870735163
0.849,0.7057815061159401,0.7904766473503541
0.85,0.7061443148817214,0.7943350895978485
0.851,0.7065289487940933,0.7966964399038212
0.852,0.7069160449265318,0.7966964399038212
0.853,0.7073417775035734,0.7979833733331237
0.854,0.7077344855261288,0.7979833733331237
0.855,0.7082277517205933,0.801965709422867
0.856,0.7086039179885,0.801965709422867
0.857,0.7090419235468567,0.801965709422867
0.858,0.7094447343992101,0.801965709422867
0.859,0.7097419968074401,0.802117497652659
0.86,0.7101662822781504,0.8040565920700692
0.861,0.710625170182681,0.8064433053736646
0.862,0.7109681152680031,0.808077251341801
0.863,0.7113451508059985,0.808077251341801
0.864,0.7118203815606237,0.808077251341801
0.865,0.7123490963308814,0.808077251341801
0.866,0.7128107088171813,0.8128318750430205
0.867,0.7132665114239047,0.8132993310874824
0.868,0.7137529027030881,0.8132993310874824
0.869,0.7142506944074192,0.8132993310874824
0.87,0.7147066674021577,0.8132993310874824
0.871,0.7152369734367446,0.8156655963755925
0.872,0.7157167595967181,0.8214142614887292
0.873,0.7162421829021859,0.8303258491800066
0.874,0.7166724435609068,0.8339075476460909
0.875,0.7171458286933106,0.8410899292169474
0.876,0.7174957970206637,0.8410899292169474
0.877,0.7180085398911422,0.8410899292169474
0.878,0.7180085398911422,0.8410899292169474
0.879,0.7180085398911422,0.8410899292169474
0.88,0.718521988741609,0.8410899292169474
0.881,0.7190773525808608,0.8410899292169474
0.882,0.7194679614368716,0.8410899292169474
0.883,0.7199133177700233,0.8410899292169474
0.884,0.7204033621156513,0.8410899292169474
0.885,0.7209442921931054,0.8410899292169474
0.886,0.7212216823232576,0.8427621811310122
0.887,0.7217256947940833,0.8427621811310122
0.888,0.7221451480914575,0.8466647383506094
0.889,0.7225923885615991,0.8496292542954412
0.89,0.7230784269659647,0.852223781623932
0.891,0.7236505962550257,0.8596339033937763
0.892,0.7241671993336345,0.8596339033937763
0.893,0.7247609037282599,0.868573561006348
0.894,0.7252808182925106,0.868573561006348
0.895,0.7257749710287712,0.8710478057897088
0.896,0.7263611932904006,0.8710478057897088
0.897,0.7269530881358119,0.8710478057897088
0.898,0.7274503828216603,0.8710478057897088
0.899,0.7279542078632427,0.8710478057897088
0.9,0.7285751719059587,0.8710478057897088
0.901,0.7291646064540872,0.8710478057897088
0.902,0.7296834829329731,0.8710478057897088
0.903,0.7303528950361382,0.8710478057897088
0.904,0.7310636720311794,0.8710478057897088
0.905,0.7317929261592545,0.8710478057897088
0.906,0.732392291690411,0.8710478057897088
0.907,0.7330848915902941,0.8710478057897088
0.908,0.733718931155344,0.8710478057897088
0.909,0.7343547185306242,0.8710478057897088
0.91,0.7349677596173121,0.8710478057897088
0.911,0.7356763716311786,0.8710478057897088
0.912,0.7364924888691238,0.8710478057897088
0.913,0.737103885294292,0.8710478057897088
0.914,0.7377838500871139,0.8710478057897088
0.915,0.7384888108886527,0.8710478057897088
0.916,0.7392170060710308,0.8710478057897088
0.917,0.7398179668003918,0.8710478057897088
0.918,0.7406990414590215,0.8710478057897088
0.919,0.7415341164678685,0.877948561952769
0.92,0.7424253454362323,0.8782360575295592
0.921,0.7432357132317006,0.8782360575295592
0.922,0.7438965294995845,0.8782360575295592
0.923,0.744716365830854,0.8806863948867353
0.924,0.7456849472584911,0.8861735175713399
0.925,0.7464677452349858,0.8916895791605846
0.926,0.7473251909292263,0.8946705005536435
0.927,0.7479473875058704,0.905
0.928,0.7479473875058704,0.905
0.929,0.7479473875058704,0.9095987753505388
0.93,0.7481460047444204,0.9095987753505388
0.931,0.7491012835698247,0.9190587626700794
0.932,0.7498380346897209,0.9190587626700794
0.933,0.7508045801580998,0.9190587626700794
0.934,0.7516089052908216,0.9190587626700794
0.935,0.7526424917575323,0.9190587626700794
0.936,0.7538035829666779,0.9190587626700794
0.937,0.7542957795521557,0.9190587626700794
0.938,0.7543883419169453,0.9190587626700794
0.939,0.7548157605746453,0.9190587626700794
0.94,0.7559495770566336,0.9190587626700794
0.941,0.7570575874772387,0.9190587626700794
0.942,0.7575018660968654,0.9190587626700794
0.943,0.758532510507838,0.9190587626700794
0.944,0.7599419124862146,0.9190587626700794
0.945,0.7611334632471752,0.9190587626700794
0.946,0.762321033015501,0.9190587626700794
0.947,0.7635599621389036,0.9190587626700794
0.948,0.76455160337411,0.9190587626700794
0.949,0.7655603226143415,0.9190587626700794
0.95,0.7667197528567373,0.9190587626700794
0.951,0.7667197528567373,0.9190587626700794
0.952,0.7674152803789511,0.9190587626700794
0.953,0.7693202071174308,0.9190587626700794
0.954,0.7707798997557731,0.9190587626700794
0.955,0.7725073947674618,0.9190587626700794
0.956,0.7741277809923238,0.9190587626700794
0.957,0.7762903324059356,0.9190587626700794
0.958,0.77814345904539,0.9190587626700794
0.959,0.7799493151582035,0.9190587626700794
0.96,0.7812455558733206,0.9190587626700794
0.961,0.7812455558733206,0.9190587626700794
0.962,0.7812455558733206,0.9190587626700794
0.963,0.782007550797478,0.9190587626700794
0.964,0.7846673823741649,0.9190587626700794
0.965,0.7863396097954379,0.9190587626700794
0.966,0.7885986116630146,0.9190587626700794
0.967,0.7907681439427485,0.9190587626700794
0.968,0.7931755253854851,0.9190587626700794
0.969,0.7951759868853264,0.9190587626700794
0.97,0.7968006807415803,0.9190587626700794
0.971,0.8002049067205248,0.9190587626700794
0.972,0.8002049067205248,0.9190587626700794
0.973,0.8002049067205248,0.9190587626700794
0.974,0.8002049067205248,0.9190587626700794
0.975,0.8018143450113873,0.9190587626700794
0.976,0.8052053286473382,0.9190587626700794
0.977,0.8078155541167958,0.9190587626700794
0.978,0.8078155541167958,0.9190587626700794
0.979,0.8097274947899527,0.9190587626700794
0.98,0.8122294781463648,0.9190587626700794
0.981,0.8173688599780262,0.9190587626700794
0.982,0.8226794597230743,0.9190587626700794
0.983,0.8315533487583704,0.9190587626700794
0.984,0.8389828434894686,0.9190587626700794
0.985,0.8462033289863437,0.9190587626700794
0.986,0.8591057738744019,0.9260565797683685
0.987,0.879274410693186,0.9260565797683685
0.988,0.9190587626700794,0.929059606523706
0.989,0.9190587626700794,0.9319799032378117
0.99,0.9190587626700794,0.9319799032378117
0.991,0.9190587626700794,0.9319799032378117
0.992,0.9190587626700794,0.9319799032378117
0.993,0.9190587626700794,0.9381039388089352
0.994,0.9190587626700794,0.9381039388089352
0.995,0.9190587626700794,0.9381039388089352
0.996,0.9190587626700794,0.9381039388089352
0.997,0.9190587626700794,0.9381039388089352
0.998,0.9190587626700794,0.9381039388089352
0.999,0.9285813507395073,0.9502379897153282
