,normal_percentiles,playtime_percentiles
0.107,0.5531010939107772,0.60113842948856
0.108,0.553145254253764,0.60113842948856
0.109,0.5536059020482716,0.6029172352361057
0.11,0.553955064767242,0.604535909497782
0.111,0.5544733402755929,0.606291604253738
0.112,0.5548727270593187,0.606291604253738
0.113,0.5552965330686216,0.606291604253738
0.114,0.5557578854944367,0.6076240714476759
0.115,0.5561125519034174,0.6106108604853886
0.116,0.5564819088485783,0.6106127848111491
0.117,0.5568098091876752,0.6109839835438975
0.118,0.5571931736668798,0.6137936195847999
0.119,0.5576032095292978,0.6149845070910195
0.12,0.5580449249279398,0.6149845070910195
0.121,0.5584610217054897,0.6149845070910195
0.122,0.5588076755946731,0.6149845070910195
0.123,0.5591765130554193,0.6171336526900972
0.124,0.5595326422307929,0.6180622963731021
0.125,0.5599218297048799,0.6221156707290919
0.126,0.5602639865645155,0.6258121152554267
0.127,0.5606705679518802,0.6267423644270999
0.128,0.561056150301439,0.6267423644270999
0.129,0.5614637352597791,0.6267423644270999
0.13,0.5618226229378481,0.6267423644270999
0.131,0.5622273801643946,0.6267423644270999
0.132,0.5626269461875583,0.6267423644270999
0.133,0.5629547414768534,0.6267423644270999
0.134,0.5633164792614047,0.6267423644270999
0.135,0.5637137610376108,0.6267423644270999
0.136,0.5640400138261279,0.6267423644270999
0.137,0.5644011806657163,0.6267423644270999
0.138,0.564651818453602,0.6267423644270999
0.139,0.5650173833919834,0.6267423644270999
0.14,0.5653837604398358,0.6267423644270999
0.141,0.5656953977398852,0.6267423644270999
0.142,0.5660954573147766,0.6267423644270999
0.143,0.5664392851187532,0.6267423644270999
0.144,0.5667520442013316,0.6269116720398377
0.145,0.5671323034527501,0.6271205430143476
0.146,0.5674663621993998,0.6289792001845129
0.147,0.5677631840245516,0.630083545459903
0.148,0.568065638592046,0.630083545459903
0.149,0.5683391137994747,0.630083545459903
0.15,0.5686252327680822,0.630083545459903
0.151,0.5689283272914337,0.630083545459903
0.152,0.5692632862634934,0.630083545459903
0.153,0.5695849302499458,0.630083545459903
0.154,0.5698845934445984,0.630083545459903
0.155,0.57018116898291,0.630083545459903
0.156,0.5705160047062117,0.630083545459903
0.157,0.5708059374157783,0.6302172765429883
0.158,0.5711147800996386,0.6305923811942243
0.159,0.5714196120789329,0.6327100441729572
0.16,0.5716937537465101,0.6341292486113321
0.161,0.5719844309831724,0.6364751164303931
0.162,0.5723018116828766,0.6394936989902028
0.163,0.5725856981746194,0.6434323490765618
0.164,0.5728585851532356,0.6434323490765618
0.165,0.5731504265960667,0.6434323490765618
0.166,0.5734134021684246,0.6434323490765618
0.167,0.5736377132005385,0.6434323490765618
0.168,0.5737276028316447,0.6434323490765618
0.169,0.5740442905880205,0.6434323490765618
0.17,0.5743836412932674,0.6434323490765618
0.171,0.5747550403724029,0.6434323490765618
0.172,0.5750776690647682,0.6434323490765618
0.173,0.5753696322866131,0.6434323490765618
0.174,0.5756643765237395,0.6434323490765618
0.175,0.5759589963379138,0.6434323490765618
0.176,0.5762292162078737,0.6434323490765618
0.177,0.5765312172517666,0.6434323490765618
0.178,0.57676474709415,0.6434323490765618
0.179,0.5770334401373124,0.6434323490765618
0.18,0.5772995724180628,0.6434323490765618
0.181,0.5776088151151727,0.6434323490765618
0.182,0.5778570554068304,0.6434323490765618
